frequency(1-pth) = 0.023546599255209345 [%] = 71.6306033069767
frequency(1-pth) = 0.022696311232242177 [%] = 33.50771313083633
frequency(1-pth) = 0.0821532738612352 [%] = 55.00617709667018
frequency(1-pth) = 0.1157303807779523 [%] = 86.66190448056821
frequency(1-pth) = 0.0475296426714827 [%] = 21.870878644827435
frequency(1-pth) = 0.0368749284852009 [%] = 48.784821548332076
frequency(1-pth) = 0.04689311257273185 [%] = 113.15051169423568
frequency(1-pth) = 0.0286275534440371 [%] = 44.94701260762096
frequency(1-pth) = 0.11151876951146639 [%] = 95.64696405520418
frequency(1-pth) = 0.03072935326397364 [%] = 65.85627415114041
frequency(1-pth) = 0.048109752217269174 [%] = 100.45730090528822
frequency(1-pth) = 0.049683404822033005 [%] = 12.916829140984108
frequency(1-pth) = 0.0454073574520515 [%] = 10.965965780291166
frequency(1-pth) = 0.05056950613338545 [%] = 26.42376533346362
frequency(1-pth) = 0.08372652986096771 [%] = 46.88864887889071
frequency(1-pth) = 0.031878777357708096 [%] = 53.79887339462595
frequency(1-pth) = 0.033764914096885326 [%] = 41.7846308674391
frequency(1-pth) = 0.027110267012806624 [%] = 58.9238378593839
frequency(1-pth) = 0.04498290717216597 [%] = 246.02236286281519
frequency(1-pth) = 0.038466658799195565 [%] = 20.208308747486136
